request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_181,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the USD 2000 minimum protected, although USD 0 is available today."
request_182,65714,affordable_now,full_payment,2025-08-05:65714,2025-08-05,none,Pay ZAR 65714 in full on 2025-08-05. This keeps the ZAR 31100 minimum protected over the next 90 days.
request_183,254144.07,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 11878300 minimum protected, although IDR 254144.07 is available today."
request_184,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the INR 110800 minimum protected, although INR 0 is available today."
request_185,249.09,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1300 minimum protected, although EUR 249.09 is available today."
request_186,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 22000 minimum protected, although ZAR 0 is available today."
request_187,30367.53,affordable_later,wait,2024-11-13:187500,2024-11-13,none,"Wait until 2024-11-13, then pay INR 187500 in full. Paying sooner would put the INR 128300 minimum at risk."
request_188,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 900 minimum protected, although EUR 0 is available today."
request_189,488.4,affordable_now,full_payment,2026-07-04:488.4,2026-07-04,none,Pay EUR 488.4 in full on 2026-07-04. This keeps the EUR 400 minimum protected over the next 90 days.
request_190,361.42,affordable_later,wait,2025-03-03:2557.5,2025-03-03,none,"Wait until 2025-03-03, then pay EUR 2557.5 in full. Paying sooner would put the EUR 1600 minimum at risk."
request_191,664.4,affordable_now,full_payment,2025-05-03:664.4,2025-05-03,none,Pay EUR 664.4 in full on 2025-05-03. This keeps the EUR 500 minimum protected over the next 90 days.
request_192,225.43,affordable_later,wait,2026-06-29:2046,2026-06-29,none,"Wait until 2026-06-29, then pay USD 2046 in full. Paying sooner would put the USD 1000 minimum at risk."
request_193,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1000 minimum protected, although EUR 0 is available today."
request_194,25477.58,affordable_later,wait,2025-10-13:132800,2025-10-13,none,"Wait until 2025-10-13, then pay INR 132800 in full. Paying sooner would put the INR 113600 minimum at risk."
request_195,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 700 minimum protected, although EUR 0 is available today."
request_196,762.3,affordable_now,full_payment,2024-06-03:762.3,2024-06-03,none,Pay EUR 762.3 in full on 2024-06-03. This keeps the EUR 500 minimum protected over the next 90 days.
request_197,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 26245900 minimum protected, although IDR 0 is available today."
request_198,185800,affordable_now,full_payment,2026-07-07:185800,2026-07-07,none,Pay INR 185800 in full on 2026-07-07. This keeps the INR 124300 minimum protected over the next 90 days.
request_199,23674000,affordable_with_plan,installments,2024-09-07:8206986.67|2024-10-08:8206986.67|2024-11-08:8206986.67,2024-09-04,none,"Use 3 installments of IDR 8206986.67, starting 2024-09-07. This leaves at least IDR 25359500 available."
request_200,21717000,affordable_now,full_payment,2025-02-06:21717000,2025-02-06,none,Pay IDR 21717000 in full on 2025-02-06. This keeps the IDR 20114600 minimum protected over the next 90 days.
request_201,23997000,affordable_now,full_payment,2026-04-03:23997000,2026-04-03,none,Pay IDR 23997000 in full on 2026-04-03. This keeps the IDR 17304500 minimum protected over the next 90 days.
request_202,123900,affordable_now,full_payment,2024-12-05:123900,2024-12-05,none,Pay INR 123900 in full on 2024-12-05. This keeps the INR 147800 minimum protected over the next 90 days.
request_203,1442.1,affordable_with_plan,installments,2025-05-10:499.93|2025-06-07:499.93|2025-07-05:499.93,2025-05-07,none,"Use 3 installments of EUR 499.93, starting 2025-05-10. This leaves at least EUR 1400 available."
request_204,588.74,affordable_now,full_payment,2026-01-04:588.74,2026-01-04,none,Pay EUR 588.74 in full on 2026-01-04. This keeps the EUR 1300 minimum protected over the next 90 days.
request_205,10621000,affordable_now,full_payment,2024-03-06:10621000,2024-03-06,none,Pay IDR 10621000 in full on 2024-03-06. This keeps the IDR 13994300 minimum protected over the next 90 days.
request_206,1404.7,affordable_with_plan,installments,2025-08-03:486.96|2025-08-31:486.96|2025-09-28:486.96,2025-08-03,none,"Use 3 installments of EUR 486.96, starting 2025-08-03. This leaves at least EUR 900 available."
request_207,7766.17,affordable_later,wait,2026-08-14:11830,2026-08-14,none,"Wait until 2026-08-14, then pay ZAR 11830 in full. Paying sooner would put the ZAR 13600 minimum at risk."
request_208,2794515.49,affordable_later,wait,2024-07-14:4413000,2024-07-14,none,"Wait until 2024-07-14, then pay IDR 4413000 in full. Paying sooner would put the IDR 10470700 minimum at risk."
request_209,233.33,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 18400 minimum protected, although ZAR 233.33 is available today."
request_210,880.16,affordable_with_plan,partial_payment,2026-04-06:880.16|2026-04-14:479.86,2026-04-14,none,Pay USD 880.16 today and the remaining USD 479.86 on 2026-04-14. This completes the full request while keeping the USD 2000 minimum protected.
request_211,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1500 minimum protected, although EUR 0 is available today."
request_212,1679227.07,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 29579800 minimum protected, although IDR 1679227.07 is available today."
request_213,3362.4,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 2026-01-21. This leaves at least USD 2100 available."
request_214,21524.17,affordable_with_plan,partial_payment,2024-12-04:28927.15|2025-01-16:40822.85,2025-02-16,reduce_to:event_19671:4220,Pay INR 21524.17 today and the remaining INR 48225.83 on 2025-02-16 after reducing event_19671 to INR 4220. This completes the full request while keeping the INR 174900 minimum protected.
request_215,29986,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 2025-05-09. This leaves at least ZAR 15700 available."
request_216,274.32,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the USD 1800 minimum protected, although USD 274.32 is available today."
request_217,17757.67,not_affordable,not_recommended,none,2024-05-29,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 26800 minimum protected, although ZAR 17757.67 is available today."
request_218,27530638.63,affordable_with_plan,installments,2025-08-07:21195893.33|2025-09-04:21195893.33|2025-10-02:21195893.33,2025-09-15,none,"Use 3 installments of IDR 21195893.33, starting 2025-08-07. This leaves at least IDR 34477200 available."
request_219,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1100 minimum protected, although EUR 0 is available today."
request_220,180.76,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1100 minimum protected, although EUR 180.76 is available today."
request_221,109800,affordable_now,full_payment,2025-11-03:109800,2025-11-03,none,Pay INR 109800 in full on 2025-11-03. This keeps the INR 81500 minimum protected over the next 90 days.
request_222,34078,affordable_now,full_payment,2026-01-05:34078,2026-01-05,none,Pay ZAR 34078 in full on 2026-01-05. This keeps the ZAR 27300 minimum protected over the next 90 days.
request_223,898.7,affordable_now,full_payment,2024-09-07:898.7,2024-09-07,none,Pay EUR 898.7 in full on 2024-09-07. This keeps the EUR 800 minimum protected over the next 90 days.
request_224,6611737.58,not_affordable,not_recommended,none,2025-04-15,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 22187600 minimum protected, although IDR 6611737.58 is available today."
request_225,12178766.31,affordable_with_plan,installments,2026-07-20:7647120|2026-08-19:7647120|2026-09-18:7647120,2026-09-13,none,"Use 3 installments of IDR 7647120, starting 2026-07-20. This leaves at least IDR 17670700 available."
request_226,10035.17,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the INR 209400 minimum protected, although INR 10035.17 is available today."
request_227,37996.08,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the INR 62900 minimum protected, although INR 37996.08 is available today."
request_228,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 26191200 minimum protected, although IDR 0 is available today."
request_229,381.5,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1000 minimum protected, although EUR 381.5 is available today."
request_230,3537.6,affordable_now,full_payment,2025-08-06:3537.6,2025-08-06,none,Pay EUR 3537.6 in full on 2025-08-06. This keeps the EUR 2000 minimum protected over the next 90 days.
request_231,27665.06,not_affordable,not_recommended,none,2026-03-18,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 24300 minimum protected, although ZAR 27665.06 is available today."
request_232,365.36,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 2400 minimum protected, although EUR 365.36 is available today."
request_233,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 10365700 minimum protected, although IDR 0 is available today."
request_234,237.54,affordable_later,wait,2026-09-13:1213.3,2026-09-13,none,"Wait until 2026-09-13, then pay EUR 1213.3 in full. Paying sooner would put the EUR 700 minimum at risk."
request_235,791.66,affordable_with_plan,full_payment,2024-09-06:967.2,2024-11-13,stop:event_21620|reduce_to:event_21621:16|reduce_to:event_21622:9,Pay USD 967.2 in full on 2024-09-06 after stopping event_21620 and reducing event_21621 to USD 16 and reducing event_21622 to USD 9. This keeps the USD 700 minimum protected over the next 90 days.
request_236,6813975.05,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 16768600 minimum protected, although IDR 6813975.05 is available today."
request_237,23826000,affordable_now,full_payment,2026-04-05:23826000,2026-04-05,none,Pay IDR 23826000 in full on 2026-04-05. This keeps the IDR 22431500 minimum protected over the next 90 days.
request_238,663.6,affordable_with_plan,installments,2024-12-07:230.05|2025-01-07:230.05|2025-02-07:230.05,2024-12-07,none,"Use 3 installments of USD 230.05, starting 2024-12-07. This leaves at least USD 700 available."
request_239,433.34,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the USD 600 minimum protected, although USD 433.34 is available today."
request_240,22549.74,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the INR 52800 minimum protected, although INR 22549.74 is available today."
request_241,21052000,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 2024-03-17. This leaves at least IDR 19252000 available."
request_242,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 600 minimum protected, although EUR 0 is available today."
request_243,17468,affordable_now,full_payment,2026-07-07:17468,2026-07-07,none,Pay ZAR 17468 in full on 2026-07-07. This keeps the ZAR 19900 minimum protected over the next 90 days.
request_244,49918,affordable_now,full_payment,2024-06-04:49918,2024-06-04,none,Pay ZAR 49918 in full on 2024-06-04. This keeps the ZAR 45900 minimum protected over the next 90 days.
request_245,48344.1,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the INR 94600 minimum protected, although INR 48344.1 is available today."
request_246,64086,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 2026-04-03. This leaves at least ZAR 39300 available."
request_247,1059.3,affordable_now,full_payment,2024-09-05:1059.3,2024-09-05,none,Pay EUR 1059.3 in full on 2024-09-05. This keeps the EUR 1300 minimum protected over the next 90 days.
request_248,1087.71,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the USD 1300 minimum protected, although USD 1087.71 is available today."
request_249,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the USD 600 minimum protected, although USD 0 is available today."
request_250,17762.28,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 35300 minimum protected, although ZAR 17762.28 is available today."
request_251,1513.6,not_affordable,not_recommended,none,2025-05-03,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1300 minimum protected, although EUR 1513.6 is available today."
request_252,5671126.93,affordable_later,wait,2026-09-13:28082000,2026-09-13,none,"Wait until 2026-09-13, then pay IDR 28082000 in full. Paying sooner would put the IDR 15152200 minimum at risk."
request_253,402.3,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 2300 minimum protected, although EUR 402.3 is available today."
request_254,1465.68,affordable_later,wait,2025-09-01:3535.2,2025-09-01,none,"Wait until 2025-09-01, then pay USD 3535.2 in full. Paying sooner would put the USD 2500 minimum at risk."
request_255,3345000,affordable_now,full_payment,2026-04-06:3345000,2026-04-06,none,Pay IDR 3345000 in full on 2026-04-06. This keeps the IDR 9813900 minimum protected over the next 90 days.
request_256,161575,not_affordable,not_recommended,none,2024-08-13,none,"Do not make this payment by the requested date. None of the available options keeps the INR 168600 minimum protected, although INR 161575 is available today."
request_257,192.85,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the USD 1600 minimum protected, although USD 192.85 is available today."
request_258,1113.6,affordable_now,full_payment,2026-01-07:1113.6,2026-01-07,none,Pay USD 1113.6 in full on 2026-01-07. This keeps the USD 500 minimum protected over the next 90 days.
request_259,460.55,affordable_later,wait,2024-11-13:935,2024-11-13,none,"Wait until 2024-11-13, then pay EUR 935 in full. Paying sooner would put the EUR 600 minimum at risk."
request_260,3818625.62,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the IDR 20727700 minimum protected, although IDR 3818625.62 is available today."
request_261,1830.4,affordable_now,full_payment,2026-07-03:1830.4,2026-07-03,none,Pay EUR 1830.4 in full on 2026-07-03. This keeps the EUR 1500 minimum protected over the next 90 days.
request_262,9236000,affordable_now,full_payment,2024-12-05:9236000,2024-12-05,none,Pay IDR 9236000 in full on 2024-12-05. This keeps the IDR 31018500 minimum protected over the next 90 days.
request_263,5564.47,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 24100 minimum protected, although ZAR 5564.47 is available today."
request_264,32850.4,affordable_later,wait,2026-06-13:111300,2026-06-13,none,"Wait until 2026-06-13, then pay INR 111300 in full. Paying sooner would put the INR 59500 minimum at risk."
request_265,45970,affordable_now,full_payment,2024-03-06:45970,2024-03-06,none,Pay INR 45970 in full on 2024-03-06. This keeps the INR 189700 minimum protected over the next 90 days.
request_266,935,affordable_with_plan,installments,2025-08-03:324.13|2025-08-31:324.13|2025-09-28:324.13,2025-08-03,none,"Use 3 installments of EUR 324.13, starting 2025-08-03. This leaves at least EUR 900 available."
request_267,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1500 minimum protected, although EUR 0 is available today."
request_268,1134.52,affordable_with_plan,installments,2024-06-14:841.22|2024-07-15:841.22|2024-08-15:841.22,2024-08-13,none,"Use 3 installments of EUR 841.22, starting 2024-06-14. This leaves at least EUR 1400 available."
request_269,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the ZAR 23100 minimum protected, although ZAR 0 is available today."
request_270,183.44,not_affordable,not_recommended,none,2026-09-21,none,"Do not make this payment by the requested date. None of the available options keeps the USD 1400 minimum protected, although USD 183.44 is available today."
request_271,0,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the INR 58200 minimum protected, although INR 0 is available today."
request_272,8008424,affordable_with_plan,installments,2025-02-12:4709466.67|2025-03-12:4709466.67|2025-04-09:4709466.67,2025-02-08,none,"Use 3 installments of IDR 4709466.67, starting 2025-02-12. This leaves at least IDR 7508600 available."
request_273,9825189.71,affordable_with_plan,partial_payment,2026-04-07:9825189.71|2026-04-14:6035810.29,2026-04-14,none,Pay IDR 9825189.71 today and the remaining IDR 6035810.29 on 2026-04-14. This completes the full request while keeping the IDR 18774600 minimum protected.
request_274,1243.97,not_affordable,not_recommended,none,,none,"Do not make this payment by the requested date. None of the available options keeps the EUR 1800 minimum protected, although EUR 1243.97 is available today."
request_275,15884000,affordable_now,full_payment,2025-05-06:15884000,2025-05-06,none,Pay IDR 15884000 in full on 2025-05-06. This keeps the IDR 12760100 minimum protected over the next 90 days.
